text,date,label,label_name,id
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693909077500080
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693900567208253
"Hebrews 12:22-24 KJV		[22] but ye are come unto mount Sion, and unto the city of the living God, the heavenly Jerusalem, and to an innumerable company of angels,		[23] to the general assembly and church of the firstborn, which are written in heaven, and to God the Judge of all,… {{URL}}",2024-04-26,5,Jerusalem,1783693852680802550
"Have you entered this sweepstakes to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle?	If you enter using this link, I will get more entries. :)  Sweepstakes ends 05/08/24	%{link} {{URL}}",2024-04-26,5,Jerusalem,1783693833810894918
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693828504932597
"{{USERNAME}} {{USERNAME}} {{USERNAME}} yeah, I know, im Armenian and follow and care about what's happening. It was an Armenian man who sold our property ILLEGALLY. this Armenian man fled Jerusalem. Now, how he was coerced is still unknown, but let's look at reality for what it is.",2024-04-26,5,Jerusalem,1783693821647474708
{{USERNAME}} Sucks to be you LIVatology cult members.   Drinking the koolade hasn’t produced the promised land.,2024-04-26,5,Jerusalem,1783693803582632289
{{USERNAME}} Make the child killers famous !! Cause .. zion has fallen 🫡🔻✌️,2024-04-26,5,Jerusalem,1783693775228764354
"Sing, Daughter Zion; shout aloud, Israel! Be glad and rejoice with all your heart, Daughter Jerusalem! Zephaniah 3:14 {{URL}}",2024-04-26,5,Jerusalem,1783693739568881714
"{{USERNAME}} There is no such thing as a ""Hamas Constitution"". There's a Palestinian constitution (that doesn't mention Israel, although it claims Jerusalem as its capital) and a de facto administration by Hamas. Hamas has had various charters over time. The last one (4th one) ""considered the… {{URL}} {{URL}}",2024-04-26,5,Jerusalem,1783693730479788471
"{{USERNAME}} {{USERNAME}} Truths aren't shit, sheep.		You won't look it up bc your idol doesn't tell you to.		The Holy Land Foundation trial is old news yet millions still are blind.		Just look that up to start.		I'm giving you a softball. 		Holy Land Foundation trial, cair is hamas. From their SJP comes.",2024-04-26,5,Jerusalem,1783693721613336970
"{{USERNAME}} {{USERNAME}} This one of those dudes who think the rapture starts if the ""holy land"" is jewish?",2024-04-26,5,Jerusalem,1783693691280044057
{{USERNAME}} {{USERNAME}} {{USERNAME}} Next year in Jerusalem. You vile antisemite.,2024-04-26,5,Jerusalem,1783693683134492800
{{USERNAME}} {{USERNAME}} {{USERNAME}} Hard hitting journalism from the ever neutral Jerusalem Post. 😂😂😂😂,2024-04-26,5,Jerusalem,1783693680865350090
{{USERNAME}} I'm not a big admirer of Bibi at this point. But I have no doubt this is being driven by the war the Democratic Party has waged against Netanyahu rather than what is or isn't good for Israel.,2024-04-26,5,Jerusalem,1783693677581275470
"{{USERNAME}} according to Josephus, the two main causes of the revolt were the cruelty and corruption of the Roman leaders, and Jewish religious nationalism with the aim of freeing the Holy Land from earthly powers. Also I was wrong, 66 AD. No matter, Romans killed everyone.",2024-04-26,5,Jerusalem,1783693657926738381
{{USERNAME}} {{USERNAME}} I've been saying that we should bury Jerusalem under 100 meters of salt since October.  I've been thinking it for alnost 20 years.,2024-04-26,5,Jerusalem,1783693650511237261
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693635772359017
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693591115694132
{{USERNAME}} Nope,2024-04-26,5,Jerusalem,1783693591082369239
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693569938571429
{{USERNAME}} I still can’t believe this nigga Zion ruined his reputation for that,2024-04-26,5,Jerusalem,1783693538879775228
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693531212886460
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693524245852232
The same people who are saying they don’t want Zion because of his injury history are the same people that would have said they didn’t want Joel Embiid 6 years ago {{URL}},2024-04-26,5,Jerusalem,1783693509851251112
{{USERNAME}} I'm surprised sleepy Joe hasn't been summoned to Jerusalem to explain why these protests have not been quelled already.,2024-04-26,5,Jerusalem,1783693457510511037
"For the LORD shall comfort ZION, he will comfort all her waste places,and he will make her wilderness like Eden, and her desert like the garden of the LORD, joy and gladness shall be found therein, thanksgiving and the voice of melody....",2024-04-26,5,Jerusalem,1783693452674269308
??????????? (but zion and toni !!! &lt;33333) {{URL}},2024-04-26,5,Jerusalem,1783693401340187036
{{USERNAME}} Unbeknownst to most American Jews the Isrseli government is elected by Israelis.,2024-04-26,5,Jerusalem,1783693391873573214
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693364577153119
Congrats!!! {{USERNAME}} Bo Nix will lead you to the promised land I'm sure of it,2024-04-26,5,Jerusalem,1783693364128371181
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693340422324255
{{USERNAME}} {{USERNAME}} {{USERNAME}} *cuck,2024-04-26,5,Jerusalem,1783693301977141563
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693289528447019
"So jews have the so called promised land &amp; their homeland! America &amp; the West are not the promised land! I thought home is home, home is sweet is true? Why then can't all jews go home &amp; enjoy censorship in their motherland? It seems that jews are incompatible with Western values! {{URL}}",2024-04-26,5,Jerusalem,1783693288501063936
"Have you entered this sweepstakes to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle?	If you enter using this link, I will get more entries. :)  Sweepstakes ends 05/08/24	%{link} {{URL}}",2024-04-26,5,Jerusalem,1783693232729391476
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693185891381736
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693178513801534
"{{USERNAME}} Just like how you vanished from Jerusalem during Salahuddin's time, you'll disappear from Jerusalem once again in this current era.",2024-04-26,5,Jerusalem,1783693177607930269
"{{USERNAME}} {{USERNAME}} {{USERNAME}} infact the opposite is true, everyone here holds such high regards for cyrus without care that was persian , they love the shahs of iran and the shahdom of iran, and the relation of  kurds and persians in iran is like that of new yorkers and californians in america.",2024-04-26,5,Jerusalem,1783693174201782670
Idk what zion saw 😂😂😂 {{URL}},2024-04-26,5,Jerusalem,1783693147887046711
{{USERNAME}} Take me back to Jerusalem for dinner lol I miss the street food,2024-04-26,5,Jerusalem,1783693114579845627
"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Best part is: my wifes, models and I go to heaven	 🥰🥰🥰🥰🥰🥰🥰😏😏😏😏🖕🖕🤣🤣🤣🤣🤣🤣🙌🎉🎉🎉🎉🎉🎉🍾",2024-04-26,5,Jerusalem,1783693109181731154
{{USERNAME}} Zion coming back or what?,2024-04-26,5,Jerusalem,1783693100684398889
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783693046988570800
"Like I said, OKC in 4 because with Zion Pelicans aren't going far without him. {{URL}}",2024-04-26,5,Jerusalem,1783693017641005302
Zion was tripping tripping. 🤦🏾‍♂️ {{URL}},2024-04-26,5,Jerusalem,1783692992982978909
{{USERNAME}} God bless Israel and the Jewish people all over the world!  May peace and prosperity come to Jerusalem and all of Israel and to the lives of all Jewish people no matter where they live in the name of the savior of the world Yeshua.  Thank you for bringing us the Word of God.,2024-04-26,5,Jerusalem,1783692989115613453
"{{USERNAME}} Israel doesn’t deserve any land anymore, not there, where they filled up with blood the holy land",2024-04-26,5,Jerusalem,1783692963018612992
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692953027752277
{{USERNAME}} {{USERNAME}} More powerful would be burying him and the rest of Hamas. So yeah. There’s that option instead.,2024-04-26,5,Jerusalem,1783692945402495309
If we discuss where to go eat for an hour every night then we’ll never annex Jerusalem		You guys are doing the right thing ✊🏼 {{URL}} {{URL}},2024-04-26,5,Jerusalem,1783692944941178988
"Just like how you vanished from Jerusalem during Salahuddin's time, you'll disappear from Jerusalem once again in this current era. {{URL}}",2024-04-26,5,Jerusalem,1783692924074467520
"When Rep. Matt Gaetz and his band of political misfits cashiered former House Speaker Kevin McCarthy last year, they assured us they were leading Republicans out of the wilderness and finally into the promised land. {{URL}}",2024-04-26,5,Jerusalem,1783692915711074686
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Look we have a Zionist talking about how much he cares about Palestinians lol 😆,2024-04-26,5,Jerusalem,1783692911902695516
"{{USERNAME}} Seeing Bruce perform ""The Promised Land"" on Broadway was something I'll never forget. My personal favorite album of his. {{URL}}",2024-04-26,5,Jerusalem,1783692888846545362
"{{USERNAME}} Of course pre - 67 when Jordan had captured  Jerusalem	But Palestinians might remember Black September when they staged a rebellion to overthrow Jordan and lost 10,000 Palestinians 	They will never stop tying to destroy Israel",2024-04-26,5,Jerusalem,1783692886011240715
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} King Jacob Battiste O'Donnell Lawson Mendes Ruhle wins and is saved from time of trouble as always 😏😏😏😏😏😏😏🥰🥰🥰🥰🥰🥳🥳🥳🥳🥳🥳🙌🎉🎉🎉🎉🎉🎉🍾🍾🍾🍾🍾,2024-04-26,5,Jerusalem,1783692864389599395
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692861654864143
{{USERNAME}} And its kraft mac and cheese 😋,2024-04-26,5,Jerusalem,1783692850372182019
{{USERNAME}} I still haven’t been blocked by Cusak even though I tell him what a prick he is every chance I get. What am I doing wrong 😂😂,2024-04-26,5,Jerusalem,1783692847595585930
BRAD HOLMES TAKE ME TO THE PROMISED LAND,2024-04-26,5,Jerusalem,1783692845859189042
{{URL}}		    Ever want to Blow up your Doctor's Hospital?		   I attached a fascinating letter from the Hospital Staff of a Skin Grafting Department in Jerusalem describing quite a story!		  The details are fascinating but the gist is a 17-year old Gazan girl had… {{URL}},2024-04-26,5,Jerusalem,1783692837055607052
{{USERNAME}} {{USERNAME}} {{USERNAME}}	{{USERNAME}}	{{URL}} 		Biden says the US is rushing weaponry to Ukraine as he signs a $95 billion war aid measure into law,2024-04-26,5,Jerusalem,1783692836518474003
"I feel like {{USERNAME}} sampled ""just the two of us"" on that Zion song",2024-04-26,5,Jerusalem,1783692834064756887
"{{USERNAME}} {{USERNAME}} Of the Top 25 players in drives per game. He draws fouls at the 5th lowest rate.   6.5% of drives.  		For clarity, these are the guys who get the highest rate of foul calls on drives of those Top 25. 		1. Giannis (12%)	2. DeRozan	3. Ant	4. Zion 	5. Luka (9.8%)",2024-04-26,5,Jerusalem,1783692765987029197
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692744176668859
{{USERNAME}} {{USERNAME}} We never either mention Zion in the Old Testament.  Look it up. It's a non word.,2024-04-26,5,Jerusalem,1783692720613015952
"Former ICJ President clarifies court's ruling on South Africa's case against Israel - report	By JERUSALEM POST STAFF   Published: APRIL 26, 2024 05:02	Updated: APRIL 26, 2024 05:06	 Former ICJ President Jane Donoghue being interviewed by BBC HARDtalk on the court's {{URL}}",2024-04-26,5,Jerusalem,1783692719228887542
{{USERNAME}} Is it that women are more scary or that Jerusalem is more valuable?,2024-04-26,5,Jerusalem,1783692718222573610
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692712329281563
{{USERNAME}} Israel should occupy 75% of Gaza. Definitely prevent the return of more people to the north. Let Hamas live with a reduced kingdom.,2024-04-26,5,Jerusalem,1783692692507201902
{{USERNAME}} {{USERNAME}} blocked me and I have no idea why and it pisses me off.,2024-04-26,5,Jerusalem,1783692686412689713
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Deceivers - USA meaningless envoys of peace and counsel domestically and especially globally. The misery investors facilitate to carry out their perverse desires. 6 of 7 detestable things God hates #torah,2024-04-26,5,Jerusalem,1783692630775251118
Young man’s game everybody hollin Zion what u goin do bout defense {{URL}},2024-04-26,5,Jerusalem,1783692581035008022
{{USERNAME}} Gordon really be powering thru like Zion.,2024-04-26,5,Jerusalem,1783692496117133449
{{USERNAME}} It is in the Holy Land when we will have an alliance between Jesus (pbuh) and the Imam .The Quran clearly says that the followers of Jesus will remain in a position of dominance over those who rejected him(Jews) until the end of the world.A Muslim-Christian alliance is inevitable,2024-04-26,5,Jerusalem,1783692481495732376
"{{USERNAME}} If they don't stop this now, it will 9/11 all over again, but this time all over the US with nothing to stop these people",2024-04-26,5,Jerusalem,1783692458431517121
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} I'm just happy to see Pels fans writhing in angst over Zion's injury. No fan base deserves to have it's heart ripped out &amp; posted on Craigslist more than Pels fans. 		Glass half full. 🙂,2024-04-26,5,Jerusalem,1783692454656344284
"{{USERNAME}} Now no idiot in Russia and China will support #Palestian especially in China. They know what their govt will do unlike the rest of world. Btw, the promised land belongs to Zionist and Muslims. So get out of Israel and find a place in country like Egypt and Turkey which weren't",2024-04-26,5,Jerusalem,1783692390987169805
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692377581813795
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692375816016181
{{USERNAME}} {{USERNAME}} True Christians do not believe that Israel is the promised land. That’s a heresy that dates back to the 19th Century. True Christians believe that the Church is Israel.,2024-04-26,5,Jerusalem,1783692277082468572
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783692195431596394
"TB trax via {{USERNAME}}: guest Hedchef		+ new  Fliptrix, Sam Link, Sleep 300, Karsten Pflum, Posthuman, BFTT, Ghoulish, Coldpast, V.I.V.E.K, WDDS, DJ Hesk, Nora Zion, Slacker, Blood Trust, Kublai, Mulholland, Bukkha, dBridge, Shaven Worm Orchestra		Listen back:	{{URL}} {{URL}}",2024-04-26,5,Jerusalem,1783692189870244217
"{{USERNAME}} If they need an extra sniper, I'll gladly suit back up again! jerUSAlem",2024-04-26,5,Jerusalem,1783696963562537264
LT: Rashawn Slater 	LG: Zion Johnson 	C: Bradley Bozeman 	RG: Trey Pipkins 	RT: Joe Alt {{URL}},2024-04-26,5,Jerusalem,1783696917857513515
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696910710190161
"{{USERNAME}} {{USERNAME}} Actually, Britain created this problem, so I think that England should become the new Zion and all the British should be exiled to Greenland.",2024-04-26,5,Jerusalem,1783696907703038434
"5. Before the Ayubid Empire, there was the Frankish and Christian Kingdom of Jerusalem, not a Palestinian state.		6. Before the Kingdom of Jerusalem, there was the Umayyad and Fatimid empires, not a Palestinian state.",2024-04-26,5,Jerusalem,1783696846004932774
"{{USERNAME}} {{USERNAME}} Have you ever, fo example, been to jerusalem? Traveled jerusalem's public transport? No? Then stfu",2024-04-26,5,Jerusalem,1783696830141796422
"Isaiah 10:12 KJV	[12] Wherefore it shall come to pass, that when the Lord hath performed his whole work upon mount Zion and on Jerusalem,		 I will punish the fruit of the stout heart of the king of Assyria, and the glory of his high looks.",2024-04-26,5,Jerusalem,1783696781341065667
{{USERNAME}} israeli fake account ur real name is shai davdai or ben zion satanvi or something omnious for sure.,2024-04-26,5,Jerusalem,1783696767818592556
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696754514243777
Zion really a disgusting guy {{URL}},2024-04-26,5,Jerusalem,1783696747098677350
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696708154585232
{{USERNAME}} Why don’t you go retake Jerusalem from the Jews that spit on u tho,2024-04-26,5,Jerusalem,1783696704128340081
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696668661014932
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696625124155432
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox #gungiveaway #winagun #dreampistol Enter Here -",2024-04-26,5,Jerusalem,1783696622171443479
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696539455459430
"I just entered to win the Canik TTI Combat, Ermox M4 Shotgun &amp; IWI Zion-15 SPR Rifle from {{USERNAME}}! Valued At $4,000! {{USERNAME}} #CanikTTI #CanikTTICombat #TTICombat {{USERNAME}} {{USERNAME}} #Ermox  #gungiveaway #winagun #dreampistol Enter Here - {{URL}}",2024-04-26,5,Jerusalem,1783696527518581185
